tweet_id,rating_numerator,name,dog_stage,year,month,month_year,day,retweet_count,favorite_count,jpg_url,dog_breed,dog_prediction_score
886366144734445568,12,Roscoe,pupper,2017,7,2017-07,15,2659,18737,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,0.999201
886258384151887873,13,Waffles,,2017,7,2017-07,15,5339,24787,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,0.943575
885984800019947520,12,Jimbo,,2017,7,2017-07,14,5672,28879,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,0.972494
885528943205470208,13,Maisey,,2017,7,2017-07,13,5386,31888,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,0.369275
885167619883638784,13,None,,2017,7,2017-07,12,3691,19434,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,0.8124819999999999
884925521741709313,12,Earl,,2017,7,2017-07,12,15177,67980,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,0.259916
884876753390489601,13,Lola,,2017,7,2017-07,11,4710,24641,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,0.822103
884562892145688576,13,Kevin,,2017,7,2017-07,11,3951,21549,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,0.5464060000000001
884441805382717440,14,None,,2017,7,2017-07,10,4840,24108,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,0.993225
884162670584377345,12,Yogi,doggo,2017,7,2017-07,9,2516,18130,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd,0.707046
883838122936631299,12,Noah,,2017,7,2017-07,9,2890,19385,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,0.610946
883360690899218434,13,Grizzwald,floofer,2017,7,2017-07,7,3109,20160,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,0.987997
883117836046086144,13,None,,2017,7,2017-07,7,5583,32841,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden_retriever,0.949562
882992080364220416,13,Rusty,,2017,7,2017-07,6,3266,21193,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,0.466778
882762694511734784,12,Gus,pupper,2017,7,2017-07,6,4130,25030,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,0.85005
882627270321602560,13,Stanley,,2017,7,2017-07,5,5117,24861,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,0.542982
882268110199369728,13,Alfy,,2017,7,2017-07,4,9754,39558,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever,0.762211
882045870035918850,13,Koko,,2017,7,2017-07,4,4121,26016,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,golden_retriever,0.00694063
881906580714921986,12,Rey,,2017,7,2017-07,3,2883,21666,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,0.291539
881666595344535552,13,Gary,,2017,7,2017-07,3,9047,44998,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,0.529012
881536004380872706,14,a,pupper,2017,7,2017-07,2,13537,43859,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed,0.281463
881268444196462592,12,Elliot,,2017,7,2017-07,1,4526,20690,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,Unknown,0.0
880935762899988482,13,Louis,,2017,6,2017-06,30,2359,15210,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,Unknown,0.0
880872448815771648,12,None,,2017,6,2017-06,30,3229,18931,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,0.791416
880465832366813184,12,Bella,,2017,6,2017-06,29,5263,25244,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden_retriever,0.913255
880221127280381952,12,Jesse,,2017,6,2017-06,29,3509,23905,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,0.238525
880095782870896641,11,None,,2017,6,2017-06,28,3695,24591,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature_pinscher,0.120298
879862464715927552,13,Romeo,,2017,6,2017-06,28,2951,19891,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,0.813507
879492040517615616,12,Bailey,,2017,6,2017-06,27,2657,20926,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German_short-haired_pointer,0.479896
879415818425184262,13,Duddles,,2017,6,2017-06,26,37807,93739,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English_springer,0.383404
879376492567855104,12,Jack,,2017,6,2017-06,26,2670,15002,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Labrador_retriever,0.0334961
879050749262655488,11,Steven,,2017,6,2017-06,25,3984,20030,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,Unknown,0.0
879008229531029506,13,Beau,,2017,6,2017-06,25,2264,16954,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,0.960513
878776093423087618,13,Snoopy,puppo,2017,6,2017-06,25,3480,17312,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian_greyhound,0.734684
878281511006478336,13,Shadow,,2017,6,2017-06,23,1084,6862,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,0.32042
878057613040115712,14,Emmy,,2017,6,2017-06,23,5791,37529,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French_bulldog,0.839097
877736472329191424,13,Aja,,2017,6,2017-06,22,15967,70006,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake_Bay_retriever,0.8379559999999999
877556246731214848,12,Penny,,2017,6,2017-06,21,3199,20151,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,0.995368
877316821321428993,13,Dante,,2017,6,2017-06,21,4390,24401,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,0.5099670000000001
877201837425926144,12,Nelly,,2017,6,2017-06,20,4681,24099,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,0.93112
876838120628539392,12,Ginger,pupper,2017,6,2017-06,19,2836,18412,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,0.575751
876484053909872640,13,Benedict,,2017,6,2017-06,18,2021,16727,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden_retriever,0.874566
876120275196170240,13,Venti,,2017,6,2017-06,17,3949,24944,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese_mountain_dog,0.534327
875747767867523072,13,Goose,,2017,6,2017-06,16,3614,22376,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador_retriever,0.799551
875144289856114688,13,Nugget,,2017,6,2017-06,15,4190,19593,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian_husky,0.245048
875021211251597312,12,None,,2017,6,2017-06,14,4020,22776,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West_Highland_white_terrier,0.7143189999999999
874680097055178752,12,Cash,,2017,6,2017-06,13,3965,24857,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador_retriever,0.836052
874296783580663808,13,Jed,pupper,2017,6,2017-06,12,3519,23221,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker_spaniel,0.437216
874057562936811520,12,None,,2017,6,2017-06,12,3415,20337,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,flat-coated_retriever,0.8321770000000001
874012996292530176,13,Sebastian,puppo,2017,6,2017-06,11,8655,30449,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan,0.806674
873580283840344065,13,None,,2017,6,2017-06,10,3374,21625,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,Newfoundland,0.678537
873213775632977920,12,Sierra,pupper,2017,6,2017-06,9,1337,6382,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla,0.6197819999999999
872967104147763200,12,None,doggo,2017,6,2017-06,9,4603,24310,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,Labrador_retriever,0.476913
872820683541237760,13,None,,2017,6,2017-06,8,3193,13190,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,pug,0.99912
872620804844003328,13,Monkey,,2017,6,2017-06,8,3098,18545,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,cocker_spaniel,0.513191
872486979161796608,12,None,,2017,6,2017-06,7,7789,36483,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,Pembroke,0.931861
872122724285648897,12,Kody,,2017,6,2017-06,6,6917,30544,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,pug,0.06673630000000001
871879754684805121,13,Lassie,,2017,6,2017-06,6,9322,33457,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,Shetland_sheepdog,0.969171
871762521631449091,12,Rover,pupper,2017,6,2017-06,5,2999,18085,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,Labrador_retriever,0.921393
871515927908634625,12,Napolean,doggo,2017,6,2017-06,4,2977,18084,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,komondor,0.974781
871032628920680449,13,Boomer,,2017,6,2017-06,3,3266,20367,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,kelpie,0.3980530000000001
870804317367881728,11,None,,2017,6,2017-06,3,5321,30117,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,Unknown,0.0
870656317836468226,13,Cody,,2017,6,2017-06,2,2228,10999,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,Pembroke,0.945495
870374049280663552,13,Zoey,,2017,6,2017-06,1,22993,74728,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,golden_retriever,0.841001
870308999962521604,13,Rumble,,2017,6,2017-06,1,3573,19696,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,Greater_Swiss_Mountain_dog,0.6227520000000001
870063196459192321,14,Clifford,,2017,5,2017-05,31,7143,32725,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,Unknown,0.0
869772420881756160,13,Dewey,,2017,5,2017-05,31,8774,38381,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,Pembroke,0.980148
869702957897576449,13,Stanley,,2017,5,2017-05,30,5436,25315,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,Pembroke,0.993449
869596645499047938,12,Scout,doggo,2017,5,2017-05,30,2661,14354,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,Chihuahua,0.955156
869227993411051520,13,Gizmo,,2017,5,2017-05,29,3235,18318,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,Pembroke,0.664181
868880397819494401,14,Walter,,2017,5,2017-05,28,12378,58562,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,French_bulldog,0.0999839
868622495443632128,13,None,,2017,5,2017-05,28,4530,23895,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,Labrador_retriever,0.868107
868552278524837888,12,Cooper,,2017,5,2017-05,27,1768,9076,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,whippet,0.378151
867900495410671616,12,None,,2017,5,2017-05,26,3608,21825,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,Labrador_retriever,0.522644
867774946302451713,13,Harold,,2017,5,2017-05,25,6313,30552,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,Border_collie,0.661953
867421006826221569,12,Shikha,puppo,2017,5,2017-05,24,2133,14501,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,Eskimo_dog,0.6164569999999999
867051520902168576,13,None,,2017,5,2017-05,23,6847,29011,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,Samoyed,0.471403
866686824827068416,12,Lili,,2017,5,2017-05,22,2992,17314,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,flat-coated_retriever,0.51473
866450705531457537,13,Jamesy,pupper,2017,5,2017-05,22,30534,109925,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,French_bulldog,0.905334
866334964761202691,12,Coco,,2017,5,2017-05,21,12330,47077,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,Samoyed,0.984086
865718153858494464,13,Boomer,,2017,5,2017-05,19,4898,23174,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,golden_retriever,0.673664
865359393868664832,13,Sammy,,2017,5,2017-05,19,4340,23870,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,Chesapeake_Bay_retriever,0.832435
865006731092295680,13,Nelly,,2017,5,2017-05,18,6731,25303,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,Pembroke,0.989882
864873206498414592,14,None,,2017,5,2017-05,17,7558,29097,https://pbs.twimg.com/media/DAClmHkXcAA1kSv.jpg,Unknown,0.0
864279568663928832,12,Meatball,,2017,5,2017-05,16,2608,13201,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,bull_mastiff,0.668613
864197398364647424,13,Paisley,,2017,5,2017-05,15,7647,26905,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,golden_retriever,0.945905
863907417377173506,13,Albus,,2017,5,2017-05,15,3630,18651,https://pbs.twimg.com/media/C_03NPeUQAAgrMl.jpg,Unknown,0.0
863553081350529029,13,Neptune,,2017,5,2017-05,14,3671,13812,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,Eskimo_dog,0.41333
863432100342583297,12,Belle,,2017,5,2017-05,13,4591,21541,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,Staffordshire_bullterrier,0.690517
863062471531167744,13,Quinn,,2017,5,2017-05,12,2109,7610,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,French_bulldog,0.935804
862831371563274240,13,Zooey,,2017,5,2017-05,12,4509,17381,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,Australian_terrier,0.207281
862722525377298433,11,Dave,,2017,5,2017-05,11,3118,15492,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg,basset,0.39333
862457590147678208,13,Jersey,,2017,5,2017-05,11,4297,18455,https://pbs.twimg.com/media/C_gQmaTUMAAPYSS.jpg,Unknown,0.0
862096992088072192,13,None,,2017,5,2017-05,10,20168,66944,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,chow,0.677589
861383897657036800,13,Hobbes,,2017,5,2017-05,8,9365,32602,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,Cardigan,0.771008
861288531465048066,13,None,,2017,5,2017-05,7,3624,15524,https://pbs.twimg.com/ext_tw_video_thumb/861288473281437696/pu/img/RERGmRgPyaaaB-tB.jpg,Bouvier_des_Flandres,0.0826102
861005113778896900,12,Burt,,2017,5,2017-05,6,3367,15165,https://pbs.twimg.com/media/C_LnlF5VoAEsL1K.jpg,German_shepherd,0.507951
860563773140209665,13,Lorenzo,,2017,5,2017-05,5,1869,6793,https://pbs.twimg.com/media/C_FWL0vVwAA13N7.jpg,Cardigan,0.583936
860524505164394496,13,Carl,,2017,5,2017-05,5,4656,21495,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,Bedlington_terrier,0.286558
860276583193509888,12,Jordy,,2017,5,2017-05,4,3105,16758,https://pbs.twimg.com/media/C_BQ_NlVwAAgYGD.jpg,Unknown,0.0
860184849394610176,14,None,,2017,5,2017-05,4,5165,15154,https://pbs.twimg.com/media/C-_9jWWUwAAnwkd.jpg,Unknown,0.0
859924526012018688,12,Milky,,2017,5,2017-05,4,3619,17834,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg,French_bulldog,0.254587
859851578198683649,13,Trooper,,2017,5,2017-05,3,3101,14106,https://pbs.twimg.com/media/C-7OcfyXsAAsqzU.jpg,Labrador_retriever,0.899086
859607811541651456,13,None,puppo,2017,5,2017-05,3,1371,16995,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,golden_retriever,0.8955290000000001
859196978902773760,12,quite,,2017,5,2017-05,2,26550,81393,https://pbs.twimg.com/ext_tw_video_thumb/859196962498805762/pu/img/-yBpr4-o4GJZECYE.jpg,malamute,0.216163
859074603037188101,13,None,,2017,5,2017-05,1,12084,30730,https://pbs.twimg.com/media/C-wLyufW0AA546I.jpg,Unknown,0.0
858843525470990336,13,None,doggo,2017,5,2017-05,1,3054,14273,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,golden_retriever,0.57812
858471635011153920,13,Sophie,,2017,4,2017-04,30,4301,19702,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg,Pembroke,0.987407
858107933456039936,12,Wyatt,,2017,4,2017-04,28,2559,14401,https://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg,golden_retriever,0.863874
857989990357356544,12,Rosie,,2017,4,2017-04,28,2286,14658,https://pbs.twimg.com/media/C-gxV9ZXkAIBL-S.jpg,French_bulldog,0.43258
857746408056729600,13,Thor,,2017,4,2017-04,28,9433,31150,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,Labrador_retriever,0.919832
857393404942143489,13,None,,2017,4,2017-04,27,1456,5360,https://pbs.twimg.com/media/C-YSwA_XgAEOr25.jpg,malamute,0.8415969999999999
857263160327368704,13,Oscar,,2017,4,2017-04,26,4017,18420,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg,Samoyed,0.998021
857029823797047296,12,Zeke,,2017,4,2017-04,26,3523,17227,https://pbs.twimg.com/media/C-TIEwMW0AEjb55.jpg,golden_retriever,0.968623
856543823941562368,12,Callie,,2017,4,2017-04,24,2568,14999,https://pbs.twimg.com/media/C-MOEDCXYAEjp7o.jpg,Boston_bull,0.30691
856282028240666624,14,Cermet,,2017,4,2017-04,23,5629,25498,https://pbs.twimg.com/media/C-If9ZwXoAAfDX2.jpg,Chihuahua,0.8765430000000001
855851453814013952,13,None,doggopuppo,2017,4,2017-04,22,16313,42416,https://pbs.twimg.com/media/C-CYWrvWAAU8AXH.jpg,flat-coated_retriever,0.321676
855459453768019968,12,quite,,2017,4,2017-04,21,7369,27383,https://pbs.twimg.com/media/C98z1ZAXsAEIFFn.jpg,Blenheim_spaniel,0.389513
854732716440526848,12,Marlee,,2017,4,2017-04,19,5423,20925,https://pbs.twimg.com/media/C9ye3b3WAAAlTo0.jpg,Pembroke,0.6955479999999999
854482394044301312,13,Arya,,2017,4,2017-04,18,6087,26896,https://pbs.twimg.com/media/C9u7MtmV0AA741s.jpg,Chihuahua,0.26024200000000003
854365224396361728,13,Einstein,,2017,4,2017-04,18,4210,17385,https://pbs.twimg.com/media/C9tQokgUIAEETSx.jpg,Pembroke,0.90708
854120357044912130,14,None,pupper,2017,4,2017-04,17,6678,29538,https://pbs.twimg.com/media/C9px7jyVwAAnmwN.jpg,black-and-tan_coonhound,0.8548610000000001
854010172552949760,11,None,doggofloofer,2017,4,2017-04,17,2830,15009,https://pbs.twimg.com/media/C9oNt91WAAAFSLS.jpg,English_springer,0.354733
853760880890318849,12,Alice,,2017,4,2017-04,17,5164,26361,https://pbs.twimg.com/media/C9kq_bbVwAAuRZd.jpg,miniature_pinscher,0.29251900000000003
853639147608842240,13,None,,2017,4,2017-04,16,8958,31886,https://pbs.twimg.com/media/C9i8RhhXoAAdkMT.jpg,German_shepherd,0.509879
853299958564483072,13,Rumpole,,2017,4,2017-04,15,3209,14319,https://pbs.twimg.com/media/C9eHyF7XgAAOxPM.jpg,Unknown,0.0
852912242202992640,12,Benny,,2017,4,2017-04,14,1622,8339,https://pbs.twimg.com/media/C9YnKK3VoAAxn1E.jpg,Great_Dane,0.7837649999999999
852672615818899456,12,Aspen,,2017,4,2017-04,13,1947,13813,https://pbs.twimg.com/media/C9VNNp1XkAEWRFb.jpg,golden_retriever,0.7112350000000001
852553447878664193,13,Jarod,,2017,4,2017-04,13,3151,15067,https://pbs.twimg.com/media/C9Tg1bPW0AkAMDI.jpg,bloodhound,0.186498
852311364735569921,13,Wiggles,,2017,4,2017-04,13,8966,30667,https://pbs.twimg.com/media/C9QEqZ7XYAIR7fS.jpg,Unknown,0.0
852226086759018497,14,General,,2017,4,2017-04,12,6155,18526,https://pbs.twimg.com/ext_tw_video_thumb/852223481894903808/pu/img/JWNq40ol4DXvHoUP.jpg,Unknown,0.0
852189679701164033,12,Sailor,,2017,4,2017-04,12,1441,10685,https://pbs.twimg.com/media/C9OV99SXsAEmj1U.jpg,Bernese_mountain_dog,0.415374
851591660324737024,11,None,,2017,4,2017-04,11,3158,15125,https://pbs.twimg.com/media/C9F2FG5WAAAJ0iN.jpg,Cardigan,0.394507
851464819735769094,14,Iggy,,2017,4,2017-04,10,6380,22522,https://pbs.twimg.com/media/C9ECujZXsAAPCSM.jpg,Unknown,0.0
851224888060895234,13,Snoop,,2017,4,2017-04,10,5224,19250,https://pbs.twimg.com/media/C9AohFoWsAUmxDs.jpg,standard_poodle,0.00568265
850753642995093505,11,Kyle,,2017,4,2017-04,8,8178,28455,https://pbs.twimg.com/media/C8576jrW0AEYWFy.jpg,pug,0.996952
850380195714523136,13,Leo,,2017,4,2017-04,7,2361,12197,https://pbs.twimg.com/ext_tw_video_thumb/850380153985355777/pu/img/lFouhg-EZvJs8eMr.jpg,Yorkshire_terrier,0.249012
850145622816686080,11,Riley,,2017,4,2017-04,7,3432,15189,https://pbs.twimg.com/media/C8xS655XkAAv9vo.jpg,kelpie,0.10539
850019790995546112,12,Boomer,pupper,2017,4,2017-04,6,4426,18973,https://pbs.twimg.com/media/C8vgfTsXgAA561h.jpg,Shetland_sheepdog,0.759907
849776966551130114,12,None,,2017,4,2017-04,6,6893,28233,https://pbs.twimg.com/media/C8sDpDWWsAE5P08.jpg,Chihuahua,0.292092
849412302885593088,12,Noosh,,2017,4,2017-04,5,2869,14820,https://pbs.twimg.com/media/C8m3-iQVoAAETnF.jpg,schipperke,0.907559
849336543269576704,11,None,,2017,4,2017-04,4,1714,10692,https://pbs.twimg.com/media/C8lzFC4XcAAQxB4.jpg,Unknown,0.0
849051919805034497,13,Kevin,,2017,4,2017-04,4,7709,39479,https://pbs.twimg.com/media/C8hwNxbXYAAwyVG.jpg,Unknown,0.0
848690551926992896,12,None,,2017,4,2017-04,3,3963,23541,https://pbs.twimg.com/media/C8cnjHuXsAAoZQf.jpg,flat-coated_retriever,0.8236479999999999
848324959059550208,12,Odin,,2017,4,2017-04,2,4203,23107,https://pbs.twimg.com/media/C8XbDR1WAAAxND8.jpg,malamute,0.5445760000000001
